5011419561008-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 67  6.7  33 26.4-9.9-9.9
5011419561009-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.5 72  6.2  11  8.8-9.9-9.9
5011419561010-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.3 73  8.8  17 13.6-9.9-9.9
5011419561011-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.9 73 11.9   8  6.4-9.9-9.9
5011419561012-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.2 81 14.2  15 12.0-9.9-9.9
5011419561013-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.3 93 13.3  16 12.8-9.9-9.9
5011419561014-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.5 81 13.5  11  8.8-9.9-9.9
5011419561015-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.8 87 12.8  18 14.4-9.9-9.9
5011419561016-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.9 86 11.9   9  7.2-9.9-9.9
5011419561017-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.6 86 12.6   9  7.2-9.9-9.9
5011419561018-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.1 91 12.1   9  7.2-9.9-9.9
5011419561019-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.9 92 12.9  19 15.2-9.9-9.9
5011419561020-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.3 98 11.2  16 12.8-9.9-9.9
5011419561021-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.8 84  8.1  16 12.8-9.9-9.9
5011419561022-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 78  5.8  16 12.8-9.9-9.9
5011419561023-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.6 67  4.8  16 12.8-9.9-9.9
5011419561024-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 66  6.7  13 10.4-9.9-9.9
5011419561025-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.7 66  8.0   7  5.6-9.9-9.9
5011419561026-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 61  8.6   6  4.8-9.9-9.9
5011419561027-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.8 63  9.4  12  9.6-9.9-9.9
5011419561028-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.2 65 12.2  41 32.8-9.9-9.9
5011419561029-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.0 81  9.7  19 15.2-9.9-9.9
5011419561030-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 47  0.9  22 17.6-9.9-9.9
5011419561031-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 66  3.6  19 15.2-9.9-9.9
5011419561101-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
