5007019580101 28.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.1 67 13.1   0  0.0-9.9-9.9
5007019580102 33.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.4 58 14.4   8  6.4-9.9-9.9
5007019580103 34.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.3 50 13.3   3  2.4-9.9-9.9
5007019580104 30.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.7 81 17.3   0  0.0-9.9-9.9
5007019580105 32.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.4 52 13.4   5  4.0-9.9-9.9
5007019580106 36.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.0 48 15.0  13 10.4-9.9-9.9
5007019580107 37.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.3 49 16.9   6  4.8-9.9-9.9
5007019580108-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.4 73 15.3   3  2.4-9.9-9.9
5007019580109 33.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.1 58 14.1   6  4.8-9.9-9.9
5007019580110 31.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9920.7 64 18.1   8  6.4-9.9-9.9
5007019580111-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.1 74 15.0   0  0.0-9.9-9.9
5007019580112-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5007019580113 33.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9918.4 57 16.2  13 10.4-9.9-9.9
5007019580114 36.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.5 57 17.1   6  4.8-9.9-9.9
5007019580115-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.1 57 11.0  11  8.8-9.9-9.9
5007019580116 31.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.5 53  9.0  16 12.8-9.9-9.9
5007019580117 33.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.4 39  8.9   8  6.4-9.9-9.9
5007019580118-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.7 67 12.7   3  2.4-9.9-9.9
5007019580119-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 51  5.8   9  7.2-9.9-9.9
5007019580120-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.6 54  7.8   9  7.2-9.9-9.9
5007019580121-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5007019580122 30.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.2 56  9.9   1  0.8-9.9-9.9
5007019580123 33.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.8 51 10.6   3  2.4-9.9-9.9
5007019580124 35.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.9 36  8.2   6  4.8-9.9-9.9
5007019580125 31.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.9 49 12.9   9  7.2-9.9-9.9
5007019580126 25.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.3 84 14.3   0  0.0-9.9-9.9
5007019580127 28.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.2 53  9.9   6  4.8-9.9-9.9
5007019580128 30.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.0 60 10.9  13 10.4-9.9-9.9
5007019580129 33.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.9 69 13.9   3  2.4-9.9-9.9
5007019580130 31.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.2 62 13.2   3  2.4-9.9-9.9
5007019580131 33.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.7 47 10.5   9  7.2-9.9-9.9
5007019580201-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.7 55 13.7   0  0.0-9.9-9.9
5007019580202-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.8 47 12.8   3  2.4-9.9-9.9
5007019580203-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.8 52 12.8   5  4.0-9.9-9.9
5007019580204-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.9 56 13.9   8  6.4-9.9-9.9
5007019580205-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.7 47 12.7   3  2.4-9.9-9.9
5007019580206-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.3 56 16.9   0  0.0-9.9-9.9
5007019580207-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9918.7 62 16.4   6  4.8-9.9-9.9
5007019580208-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.7 64 15.6   0  0.0-9.9-9.9
5007019580209-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.4 54 17.0   0  0.0-9.9-9.9
5007019580210-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.8 60 17.3  11  8.8-9.9-9.9
5007019580211-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.7 48 14.7  10  8.0-9.9-9.9
5007019580212-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.7 63 17.3   9  7.2-9.9-9.9
5007019580213-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.2 47 15.1   9  7.2-9.9-9.9
5007019580214-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.8 71 14.8   6  4.8-9.9-9.9
5007019580215-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.0 58 10.9   0  0.0-9.9-9.9
5007019580216-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.4 58 11.3   0  0.0-9.9-9.9
5007019580217-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.7 49  6.5   0  0.0-9.9-9.9
5007019580218-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.1 39  7.1   3  2.4-9.9-9.9
5007019580219-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.7 47 11.6   1  0.8-9.9-9.9
5007019580220-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.7 48 11.6   0  0.0-9.9-9.9
5007019580221-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.6 56 12.6  11  8.8-9.9-9.9
5007019580222-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.2 61 15.1   3  2.4-9.9-9.9
