5044519690116 37.2 22.4  0.009999-99.9-99.9-99.9-99.9 0.0  018.8 44 16.5  11  8.8 7.9 4.5
5044519690117 28.1 19.0  5.019999-99.9-99.9-99.9-99.9 0.0  013.3 43 11.2   9  7.2 7.9 3.8
5044519690118 32.3 17.2  0.009999-99.9-99.9-99.9-99.9 0.0  015.5 51 13.5   9  7.2 7.9 3.7
5044519690119 29.7 22.3  0.009999-99.9-99.9-99.9-99.9 0.0  020.3 61 17.7   5  4.0 7.8 3.0
5044519690120 35.2 17.3  0.009999-99.9-99.9-99.9-99.9 0.0  016.6 45 14.6  11  8.8 7.8 4.1
5044519690121 34.0 19.8  2.419999-99.9-99.9-99.9-99.9 0.0  018.5 54 16.3   9  7.2 7.8 3.7
5044519690122 32.7 20.2  0.009999-99.9-99.9-99.9-99.9 0.0  019.5 57 17.1   7  5.6 7.8 3.3
5044519690123 33.5 19.4  9.519999-99.9-99.9-99.9-99.9 0.0  019.5 58 17.1   3  2.4 7.8 2.9
5044519690124 36.9 18.1  0.009999-99.9-99.9-99.9-99.9 0.0  017.1 45 15.0   2  1.6 7.7 3.1
5044519690125 38.6 20.2  0.009999-99.9-99.9-99.9-99.9 0.0  017.9 42 15.8   8  6.4 7.7 4.1
5044519690126 36.4 20.7  0.009999-99.9-99.9-99.9-99.9 0.0  017.0 41 15.0   6  4.8 7.7 3.7
5044519690127 37.4 20.3  0.009999-99.9-99.9-99.9-99.9 0.0  014.8 35 12.8   6  4.8 7.7 4.0
5044519690128 39.2 20.7  0.009999-99.9-99.9-99.9-99.9 0.0  015.6 35 13.6   5  4.0 7.7 3.9
5044519690129 37.6 23.8  0.009999-99.9-99.9-99.9-99.9 0.0  017.8 40 15.7   6  4.8 7.6 4.0
5044519690130 37.8 19.1  0.009999-99.9-99.9-99.9-99.9 0.0  017.9 44 15.8   4  3.2 7.6 3.4
5044519690131 38.2 20.0  0.009999-99.9-99.9-99.9-99.9 0.0  017.9 43 15.8   8  6.4 7.6 4.0
5044519690201 34.5 19.0  0.009900 18.0-99.9-99.9-99.9-9.9 9921.2 77 18.4   2  1.6-9.9-9.9
5044519690202 33.0 21.2  0.009900 20.1-99.9-99.9-99.9-9.9 9923.0 62 19.7   2  1.6-9.9-9.9
5044519690203 33.1 20.2  8.719900 18.8-99.9-99.9-99.9-9.9 9922.2 59 19.2   9  7.2-9.9-9.9
5044519690204 31.5 20.2  0.009900 18.5-99.9-99.9-99.9-9.9 9922.9 66 19.7   9  7.2-9.9-9.9
5044519690205 31.9 22.4  0.009900 20.7-99.9-99.9-99.9-9.9 9918.0 51 15.8  17 13.6-9.9-9.9
5044519690206 34.8 19.7  0.009900 16.3-99.9-99.9-99.9-9.9 9918.4 52 16.2   6  4.8-9.9-9.9
5044519690207 35.4 19.0  0.009900 15.7-99.9-99.9-99.9-9.9 9917.5 43 15.4  14 11.2-9.9-9.9
5044519690208 32.5 22.5  0.009900 21.1-99.9-99.9-99.9-9.9 9913.2 40 11.1   7  5.6-9.9-9.9
5044519690209 35.8 17.6  0.009900-99.9-99.9-99.9-99.9-9.9 9915.9 42 13.9   6  4.8-9.9-9.9
5044519690210 37.5 19.3  0.009900 15.5-99.9-99.9-99.9-9.9 9910.4 29  7.5   8  6.4-9.9-9.9
5044519690211 35.1 18.9  0.009900 15.1-99.9-99.9-99.9-9.9 99 8.8 33  5.1  17 13.6-9.9-9.9
5044519690212 30.5 17.7  0.009900 15.8-99.9-99.9-99.9-9.9 9913.1 44 11.0   1  0.8-9.9-9.9
5044519690213 37.1 15.0  0.009900 11.4-99.9-99.9-99.9-9.9 9910.4 32  7.5   9  7.2-9.9-9.9
5044519690214 37.0 18.2  0.009900 14.4-99.9-99.9-99.9-9.9 9913.4 34 11.3   6  4.8-9.9-9.9
5044519690215 30.7 23.9  0.009900 19.0-99.9-99.9-99.9-9.9 99 9.0 27  5.4  12  9.6-9.9-9.9
5044519690216 25.1 18.5  0.009900 17.9-99.9-99.9-99.9-9.9 99 6.9 27  1.7  17 13.6-9.9-9.9
5044519690217 24.5 14.6  0.009900 13.2-99.9-99.9-99.9-9.9 99 6.9 26  1.7  13 10.4-9.9-9.9
5044519690218 26.9 10.2  0.009900 12.3-99.9-99.9-99.9-9.9 99 8.3 37  4.3   0  0.0-9.9-9.9
5044519690219 31.5 10.0  0.009900 10.3-99.9-99.9-99.9-9.9 99 9.9 33  6.8   2  1.6-9.9-9.9
5044519690220 32.9 11.2  0.009900  8.6-99.9-99.9-99.9-9.9 9912.1 39  9.8   4  3.2-9.9-9.9
5044519690221 36.5 13.7  0.009900 10.6-99.9-99.9-99.9-9.9 9912.7 36 10.5   6  4.8-9.9-9.9
5044519690222 36.0 12.4  0.009900 14.2-99.9-99.9-99.9-9.9 9914.2 37 12.2   7  5.6-9.9-9.9
5044519690223 32.0 20.5  0.009900 17.7-99.9-99.9-99.9-9.9 99 8.2 22  4.1  14 11.2-9.9-9.9
5044519690224 35.7 15.6  0.009900 12.1-99.9-99.9-99.9-9.9 9911.8 32  9.4   6  4.8-9.9-9.9
5044519690225 30.8 17.2  0.009900 14.5-99.9-99.9-99.9-9.9 99 6.4 21  0.6  16 12.8-9.9-9.9
5044519690226 33.8 11.1  0.009900  7.6-99.9-99.9-99.9-9.9 9912.0 44  9.7   2  1.6-9.9-9.9
5044519690227 34.4 17.2  0.009900 14.1-99.9-99.9-99.9-9.9 9916.8 47 14.8   4  3.2-9.9-9.9
5044519690228 37.2 22.3  0.009900 20.2-99.9-99.9-99.9-9.9 9916.8 40 14.8   6  4.8-9.9-9.9
5044519690301 36.3 21.5  3.219900 18.8-99.9-99.9-99.9-9.9 9919.8 56 17.3   8  6.4-9.9-9.9
5044519690302 32.6 19.0  0.009900 16.3-99.9-99.9-99.9-9.9 9919.1 55 16.8   3  2.4-9.9-9.9
5044519690303 34.5 22.0  0.009900 20.6-99.9-99.9-99.9-9.9 9919.4 50 17.0   7  5.6-9.9-9.9
5044519690304 31.1 24.0  0.009900 21.8-99.9-99.9-99.9-9.9 99 9.9 28  6.8  17 13.6-9.9-9.9
5044519690305 34.4 17.1  0.009900 14.4-99.9-99.9-99.9-9.9 9916.5 46 14.5   2  1.6-9.9-9.9
5044519690306 38.1 20.4  0.009900 18.7-99.9-99.9-99.9-9.9 9919.1 42 16.8   4  3.2-9.9-9.9
5044519690307 34.2 22.3  0.009900 26.3-99.9-99.9-99.9-9.9 9917.5 43 15.4  11  8.8-9.9-9.9
5044519690308 29.3 18.8  0.009900 19.7-99.9-99.9-99.9-9.9 9910.6 42  7.8   9  7.2-9.9-9.9
5044519690309 27.5 18.4  0.009900 18.0-99.9-99.9-99.9-9.9 9913.8 50 11.8   6  4.8-9.9-9.9
5044519690310 32.8 19.6  0.619900 18.4-99.9-99.9-99.9-9.9 9917.5 52 15.4   6  4.8-9.9-9.9
5044519690311 36.9 19.7  0.009900 19.7-99.9-99.9-99.9-9.9 9918.4 47 16.2   6  4.8-9.9-9.9
5044519690312 35.6 19.6  0.009900 17.4-99.9-99.9-99.9-9.9 9920.0 51 17.5   4  3.2-9.9-9.9
5044519690313 32.2 20.8  0.009900 18.3-99.9-99.9-99.9-9.9 9916.2 43 14.2  24 19.2-9.9-9.9
5044519690314 26.7 15.6  0.009900 18.5-99.9-99.9-99.9-9.9 99 9.1 44  5.6  16 12.8-9.9-9.9
5044519690315 26.8 10.0  0.009900  7.6-99.9-99.9-99.9-9.9 9913.1 59 11.0   7  5.6-9.9-9.9
5044519690316 21.0 10.3  0.009900 14.6-99.9-99.9-99.9-9.9 9912.7 72 10.5   9  7.2-9.9-9.9
5044519690317 24.4  7.0  0.009900  5.8-99.9-99.9-99.9-9.9 9910.2 52  7.3 -99-99.9-9.9-9.9
5044519690318 24.6 15.4  0.009900 17.5-99.9-99.9-99.9-9.9 99 8.3 37  4.3  11  8.8-9.9-9.9
5044519690319 28.3 12.4  0.009900 17.9-99.9-99.9-99.9-9.9 9910.3 42  7.4   3  2.4-9.9-9.9
5044519690320 30.6  9.5  0.009900  6.1-99.9-99.9-99.9-9.9 99 9.5 39  6.2   6  4.8-9.9-9.9
5044519690321 31.3 10.3  0.009900  6.8-99.9-99.9-99.9-9.9 9910.3 42  7.4   6  4.8-9.9-9.9
5044519690322 31.6 11.7  0.009900  7.8-99.9-99.9-99.9-9.9 9911.8 47  9.4   4  3.2-9.9-9.9
5044519690323 30.3 12.0  0.009900  9.5-99.9-99.9-99.9-9.9 9914.7 51 12.7   4  3.2-9.9-9.9
5044519690324 31.8 13.5  0.009900 11.1-99.9-99.9-99.9-9.9 9914.1 54 12.1  19 15.2-9.9-9.9
5044519690325 25.4  8.9  0.009900  5.5-99.9-99.9-99.9-9.9 9910.3 53  7.4   7  5.6-9.9-9.9
5044519690326 19.7 14.2  0.009900 13.2-99.9-99.9-99.9-9.9 99 7.5 45  2.9  16 12.8-9.9-9.9
5044519690327 18.7 12.7  0.009900 12.5-99.9-99.9-99.9-9.9 9910.5 53  7.7  13 10.4-9.9-9.9
5044519690328 20.3 10.3  0.009900 10.0-99.9-99.9-99.9-9.9 9910.9 65  8.2   9  7.2-9.9-9.9
5044519690329 25.8  6.9  0.009900  4.0-99.9-99.9-99.9-9.9 9911.2 57  8.6 -99-99.9-9.9-9.9
5044519690330 26.9  9.0  0.009900  5.3-99.9-99.9-99.9-9.9 9911.8 53  9.4   1  0.8-9.9-9.9
5044519690331 21.7 11.5  0.009900 11.0-99.9-99.9-99.9-9.9 9910.6 68  7.8  12  9.6-9.9-9.9
5044519690401 22.9  5.6  0.009900  6.5-99.9-99.9-99.9-9.9 99 9.0 57  5.4   2  1.6-9.9-9.9
5044519690402 25.3  5.4  0.009900  1.7-99.9-99.9-99.9-9.9 99 8.1 51  3.9   7  5.6-9.9-9.9
5044519690403 24.3  8.5  0.009900  5.3-99.9-99.9-99.9-9.9 99 8.5 45  4.6   7  5.6-9.9-9.9
5044519690404 26.3  4.8  0.009900  2.2-99.9-99.9-99.9-9.9 99 8.5 48  4.6   1  0.8-9.9-9.9
5044519690405 24.7  8.0  0.009900  5.1-99.9-99.9-99.9-9.9 99 8.4 41  4.5   9  7.2-9.9-9.9
5044519690406 26.8  6.6  0.009900  3.8-99.9-99.9-99.9-9.9 99 9.4 49  6.1   1  0.8-9.9-9.9
