5047519710330 25.6 18.9  0.009900 17.6-99.9-99.9-99.9 1.7 1422.0 82 19.0   8  6.4 8.6 2.2
5047519710331 27.2 17.7  0.009900 16.2-99.9-99.9-99.9 7.6 6421.8 83 18.9  14 11.217.5 3.7
5047519710401 27.5 17.6  0.009900 16.0-99.9-99.9-99.9 7.8 6620.8 77 18.1   9  7.217.7 3.6
5047519710402 28.5 15.4  0.009900 13.4-99.9-99.9-99.9 7.6 6419.9 76 17.4  11  8.817.4 3.6
5047519710403 29.9 15.1  0.009900 13.3-99.9-99.9-99.9 9.6 8219.9 70 17.4   9  7.220.3 4.0
5047519710404 28.1 16.9  4.519900 15.7-99.9-99.9-99.9 5.1 4319.9 78 17.4  11  8.813.4 3.2
5047519710405 27.7 16.4  0.009900 16.1-99.9-99.9-99.9 7.8 6720.6 82 18.0   6  4.817.4 3.3
5047519710406 27.4 17.6  0.009900 16.0-99.9-99.9-99.9 8.3 7120.1 83 17.6   6  4.818.1 3.5
5047519710407 26.7 15.4  8.419900 13.7-99.9-99.9-99.9 5.7 4919.1 87 16.8  16 12.814.1 3.3
5047519710408 20.4 14.1  0.719900 13.5-99.9-99.9-99.9 0.2  216.5 85 14.5   9  7.2 5.9 1.6
5047519710409 22.8 14.4  0.009900 14.4-99.9-99.9-99.9 5.7 4916.6 82 14.6  13 10.414.0 2.8
5047519710410 22.5 14.7  2.719900 13.1-99.9-99.9-99.9 1.6 1417.2 90 15.1  11  8.8 7.9 2.0
5047519710411 19.4 14.8  0.319901 14.0-99.9-99.9-99.9 0.0  017.8 91 15.7   7  5.6 5.5 1.3
5047519710412 23.9 15.6  1.619900 15.0-99.9-99.9-99.9 6.9 6018.2 83 16.0  12  9.615.5 3.0
5047519710413 20.3 15.7  0.819900 15.7-99.9-99.9-99.9 1.3 1118.4 92 16.2   5  4.0 7.3 1.5
5047519710414 24.4 15.7  0.009900 15.1-99.9-99.9-99.9 6.0 5219.0 86 16.7   9  7.214.0 2.7
5047519710415 26.0 10.4  0.719900 11.0-99.9-99.9-99.9 7.4 6415.1 80 13.1  16 12.815.9 3.2
5047519710416 14.1  6.8  0.009900  5.7-99.9-99.9-99.9 5.5 48 8.0 70  3.8  10  8.013.2 2.2
5047519710417 22.4  1.9  0.009900 -0.5-99.9-99.9-99.910.2 89 7.6 60  3.0   8  6.419.7 2.7
5047519710418 20.7  3.8  0.009900  1.6-99.9-99.9-99.9 6.5 57 9.5 69  6.2   5  4.014.4 2.1
5047519710419 18.2  4.4  0.009900  2.1-99.9-99.9-99.9 1.6 1410.9 80  8.2  11  8.8 7.5 1.5
5047519710420 22.3  6.4  0.009900  4.4-99.9-99.9-99.9 9.0 7912.5 76 10.3  11  8.817.7 2.5
5047519710421 15.1 10.2  0.119900 10.1-99.9-99.9-99.9 0.2  212.2 89  9.9   9  7.2 5.4 1.3
5047519710422 12.4  8.9  0.119900  9.6-99.9-99.9-99.9 0.0  011.0 88  8.4  11  8.8 5.1 1.2
5047519710423  9.2  4.9  0.009900  5.2-99.9-99.9-99.9 0.1  1 8.2 85  4.1  15 12.0 5.2 1.3
5047519710424 16.0  0.9  0.009900 -2.1-99.9-99.9-99.9 7.6 67 7.7 73  3.2   5  4.015.5 1.7
5047519710425 16.5  0.4  0.009900 -1.9-99.9-99.9-99.9 9.2 82 8.2 73  4.1   9  7.217.5 1.9
5047519710426 11.9  3.0  0.009900  0.2-99.9-99.9-99.9 0.0  0 9.7 82  6.5   8  6.4 5.0 0.8
5047519710427 21.1  3.0  0.009900 -0.6-99.9-99.9-99.910.1 90 9.3 69  5.9   7  5.618.6 2.2
5047519710428 24.3  1.4  0.009900 -1.8-99.9-99.9-99.910.2 91 8.6 59  4.8   9  7.218.6 2.5
5047519710429 23.5  4.4  0.009900  1.6-99.9-99.9-99.9 9.6 8610.5 67  7.7   8  6.417.7 2.4
5047519710430 24.3  6.1  0.009900  3.6-99.9-99.9-99.9 9.9 8912.5 67 10.3   8  6.418.0 2.4
5047519710501 20.2  8.9  1.619900  6.4-99.9-99.9-99.9 4.5 4014.6 82 12.6  11  8.810.8 1.6
5047519710502 15.5 12.0  1.419900 12.0-99.9-99.9-99.9 0.0  013.9 94 11.9   8  6.4 4.8 1.1
5047519710503 12.9  7.1  3.119900 10.7-99.9-99.9-99.9 0.0  011.6 96  9.2   4  3.2 4.8 0.8
5047519710504  7.2  2.4  0.419900  3.0-99.9-99.9-99.9 0.0  0 7.7 90  3.2  11  8.8 4.7 0.8
5047519710505 11.9  4.0  0.009900  4.2-99.9-99.9-99.9 3.5 32 7.8 74  3.4  16 12.8 9.2 1.7
5047519710506 10.4  5.7  0.009900  5.6-99.9-99.9-99.9 0.1  1 8.1 76  3.9   9  7.2 4.8 1.2
5047519710507  9.6  6.4  0.009900  6.2-99.9-99.9-99.9 0.0  0 8.8 83  5.1  11  8.8 4.6 1.1
5047519710508 12.0  5.3  0.009900  6.2-99.9-99.9-99.9 3.1 28 8.3 81  4.3   4  3.2 8.6 1.2
5047519710509 16.5  1.0  0.009900 -1.5-99.9-99.9-99.9 5.4 49 9.1 79  5.6   9  7.211.5 1.4
5047519710510 19.9  4.2  0.009900  0.8-99.9-99.9-99.9 6.5 59 9.9 74  6.8   9  7.212.8 1.8
