5055719710521 14.9  5.2  0.009999  4.3-99.9-99.9-99.9 0.0  010.2 78  7.0   4  3.8 2.4 0.6
5055719710522 15.0  3.4  0.009999  5.4-99.9-99.9-99.9 6.4 62 6.7 61  1.1   3  2.9 6.8 0.8
5055719710523 10.0 -2.7  0.619999 -5.5-99.9-99.9-99.9 0.5  4 7.6 90  2.8   5  4.4 2.6 0.2
5055719710524 12.0 -0.3  0.009999 -3.7-99.9-99.9-99.9 6.1 58 5.8 67 -0.7  11  9.3 6.4 1.1
5055719710525  8.4 -1.4  0.009999 -2.7-99.9-99.9-99.9 7.6 73 4.0 56 -5.4  10  8.6 7.4 1.2
5055719710526 11.5 -0.6  0.009999 -3.5-99.9-99.9-99.9 8.2 78 4.6 53 -3.7   7  6.0 7.7 1.1
5055719710527 11.9 -5.6  0.009999 -9.5-99.9-99.9-99.9 7.1 69 4.8 54 -3.6   2  1.8 7.0 0.5
5055719710528 10.2 -1.7  0.009999 -4.4-99.9-99.9-99.9 2.9 27 5.4 55 -1.8   3  2.4 4.1 0.5
5055719710529 18.3  2.3  0.009999  1.5-99.9-99.9-99.9 5.8 55 9.1 70  5.5   6  4.9 5.9 0.7
5055719710530 10.5  5.3  1.019999  3.8-99.9-99.9-99.9 0.0  010.0 93  7.0  13 10.7 2.2 0.4
5055719710531 10.3  5.4  0.619999  6.5-99.9-99.9-99.9 2.7 26 8.4 71  3.6   9  7.6 3.9 0.6
5055719710601 10.3 -2.7  0.009999 -4.6-99.9-99.9-99.9 7.3 70 5.2 70 -2.0  11  9.0 6.7 0.9
5055719710602  8.3 -1.7  0.009999 -2.7-99.9-99.9-99.9 8.2 79 4.8 69 -2.4   4  4.0 7.3 0.7
5055719710603 10.2 -5.4  0.009999 -9.6-99.9-99.9-99.9 9.2 89 5.1 78 -2.5   2  1.7 7.9 0.4
5055719710604 10.2 -8.0  0.009999 -9.6-99.9-99.9-99.9 8.2 79 4.8 84 -3.0   1  1.5 7.2 0.3
5055719710605 10.5 -8.4  0.009999 -8.3-99.9-99.9-99.9 5.5 53 4.8 89 -2.6   3  2.7 5.5 0.4
5055719710606 11.5 -4.6  0.009999 -5.5-99.9-99.9-99.9 6.7 65 4.8 74 -2.4   7  6.0 6.2 0.8
5055719710607 11.0 -4.6  0.009999  5.1-99.9-99.9-99.9 7.9 77 5.3 65 -1.8  17 14.4 6.9 1.1
5055719710608 13.0  3.8  0.009999 -7.5-99.9-99.9-99.9 1.5 14 7.0 73  1.8   9  7.6 2.9 1.0
5055719710609 10.0 -5.2  1.219999 -7.5-99.9-99.9-99.9 4.5 44 5.6 72 -1.2   5  4.6 4.8 0.4
5055719710610 12.0 -3.4  0.009999 -7.6-99.9-99.9-99.9 6.9 67 5.3 70 -0.6   5  4.2 6.2 0.7
5055719710611 13.4 -3.0  0.009999 -7.1-99.9-99.9-99.9 4.4 43 5.2 64 -2.1   4  4.0 4.7 0.8
5055719710612 10.6  2.8  0.009999  0.5-99.9-99.9-99.9 6.3 62 5.0 51 -2.3  14 11.7 5.8 1.7
5055719710613 13.0  2.8  0.009999 -0.9-99.9-99.9-99.9 7.8 77 5.6 50 -1.0  10  8.1 6.7 1.4
5055719710614 10.8  1.8  0.419999 -1.1-99.9-99.9-99.9 7.4 73 5.6 60 -1.6   9  7.3 6.5 1.1
5055719710615  8.0 -0.2  0.009999 -1.2-99.9-99.9-99.9 4.6 45 4.7 63  3.5  35 28.8 4.7 2.5
5055719710616  7.9 -7.7  0.009999-11.1-99.9-99.9-99.9 8.1 80 4.0 74 -5.4   2  1.8 6.9 0.4
5055719710617 12.0 -9.1  0.009999-11.1-99.9-99.9-99.9 6.8 67 4.1 70 -5.5   4  3.4 6.0 0.6
5055719710618 11.6 -6.3  0.009999 -8.1-99.9-99.9-99.9 0.9  8 5.3 69 -2.1  16 12.9 2.5 0.9
5055719710619 10.5  0.1  0.009999 -4.0-99.9-99.9-99.9 6.8 67 3.9 49 -5.6   3  2.8 6.0 0.9
5055719710620  6.0 -4.6  3.619999 -7.0-99.9-99.9-99.9 0.0  0 6.6 89  8.0   4  3.9 2.0 0.1
5055719710621  7.0  3.4  6.819999  1.9-99.9-99.9-99.9 0.0  0 8.2 93  4.2   4  3.4 2.0 0.2
5055719710622  5.5 -1.5  1.219999 -1.1-99.9-99.9-99.9 7.1 70 5.2 76 -2.3   6  5.6 6.2 0.5
5055719710623  3.5 -6.6  0.009999 -8.2-99.9-99.9-99.9 1.0  9 4.7 80 -3.6   2  2.2 2.5 0.2
5055719710624  7.1 -1.7  0.009999 -3.5-99.9-99.9-99.9 7.6 75 6.1 82  0.0   6  5.4 6.5 0.3
5055719710625  9.0 -1.8  0.009999 -4.1-99.9-99.9-99.9 2.8 27 6.1 83  0.0   3  2.8 3.6 0.4
5055719710626 10.3 -5.2  0.009999 -6.6-99.9-99.9-99.9 6.3 62 5.9 76 -0.4   5  4.5 5.7 0.3
