5041519590101 31.0 18.5 11.819900-99.9-99.9-99.9-99.911.5 84-9.9-99-99.9 -99-99.928.2-9.9
5041519590102 33.4 21.0  0.009900-99.9-99.9-99.9-99.910.3 7520.0 68 17.5   2  1.626.1 5.7
5041519590103 28.5 21.5  7.819900-99.9-99.9-99.9-99.9 5.5 4020.7 91 18.1   2  1.617.6 4.1
5041519590104 30.6 18.2  0.009900-99.9-99.9-99.9-99.9 0.0  017.6 82 15.5   4  3.2 7.9 2.9
5041519590105 27.9 18.6  1.019900-99.9-99.9-99.9-99.9 7.3 5317.3 78 15.2   7  5.620.8 4.9
5041519590106 26.9 18.5  0.009900-99.9-99.9-99.9-99.9 5.9 4315.1 77 13.1   2  1.618.3 4.1
5041519590107 29.9 14.6  0.009900-99.9-99.9-99.9-99.912.5 9114.4 68 12.4   4  3.230.0 5.7
5041519590108 30.7 15.6  0.009900-99.9-99.9-99.9-99.912.5 9114.7 61 12.7   6  4.829.9 6.1
5041519590109 31.9 17.8  0.009900-99.9-99.9-99.9-99.9 8.5 6216.7 62 14.7   4  3.222.9 5.2
5041519590110 30.3 17.3  0.009900-99.9-99.9-99.9-99.911.0 8014.5 60 12.5   6  4.827.3 5.9
5041519590111 31.4 17.2  0.009900-99.9-99.9-99.9-99.912.0 8813.2 52 11.1   4  3.229.0 5.9
5041519590112 33.7 15.2  0.009900-99.9-99.9-99.9-99.912.8 9413.6 58 11.5   2  1.630.4 5.8
5041519590113 33.4 15.3  0.009900-99.9-99.9-99.9-99.912.6 9215.9 61 13.9   4  3.230.1 6.1
5041519590114 35.4 18.6  0.009900-99.9-99.9-99.9-99.912.4 9118.0 60 15.8   2  1.629.7 6.2
5041519590115 30.4 25.0 51.019900-99.9-99.9-99.9-99.9 2.6 1922.1 77 19.1   3  2.412.4 3.7
5041519590116 29.9 22.5  0.009900-99.9-99.9-99.9-99.910.4 7721.4 84 18.6   7  5.626.1 6.1
5041519590117 28.9 17.0  0.009900-99.9-99.9-99.9-99.912.7 9419.7 87 17.3   4  3.230.2 5.8
